,,,,,,,,,
,,all unique parts that need to be ordered,,,,,,,
,,,,,,,,,
,Part (modified),Description,SUM of Quantity Installed,AVERAGE of Quantity Available (manual),Difference,supplier_name,supplier_part_number,supplier_2_name,supplier_2_part_number
,140-00358,"ELBOW, 90 DEGREE, 0.5 PUSH TO CONNECT, NYLON, WHITE",9,3,6,MCMASTER-CARR,7852T54,,
,140-00359,"ADAPTER, 0.5 FNPT, 0.5 PUSH TO CONNECT, BRASS, NICKEL PLATED",14,0,-14,MCMASTER-CARR,7880T177,,
,140-00360,"ADAPTER, STRAIGHT, 0.5 PUSH TO CONNECT, NYLON, WHITE",2,7,5,MCMASTER-CARR,7852T33,,
,140-00361,"ELBOW, 90 DEGREE, 0.5 PUSH TO CONNECT, 0.5 MNPT, NYLON, BLACK",1,0,-1,MCMASTER-CARR,5779K217,,
,140-00362,"ADAPTER, 0.5"" ID BLOCK CLAMP, SCREW MOUNT",6,4,-2,MCMASTER-CARR,3015T182,,
,140-00364,"ADAPTER. 0.75 MNPT, 0.5 MNPT, 316SS",8,8,8,MCMASTER-CARR,4452K869,AMAZON,B0G3WLDQLB
,140-00365,"TEE, 0.75 FNPT, 316SS",4,0,-4,MCMASTER-CARR,4452K435,,
,140-00367,"ADAPTER, 0.375 MNPT, 0.125 FNPT, 316SS",1,0,-1,MCMASTER-CARR,4452K162,,
,140-00368,"ADAPTER, 0.5 PUSH TO CONNECT, 0.5 BSPT, BRASS, NICKEL PLATED",2,0,-2,MCMASTER-CARR,5779K396,,
,140-00369,"REDUCER, 1 BSPT, 0.5 BSPT, 316SS",2,0,-2,MCMASTER-CARR,5273N215,,
,140-00370,"BLOCK CLAMP, 1-11/16 ID, PP, DIN 3015-1",2,0,-2,MCMASTER-CARR,3015T38,,
,140-00371,"ADAPTER, 1-11/16"" ID BLOCK CLAMP, SCREW MOUNT",2,0,-2,MCMASTER-CARR,3015T185,,
,140-00372,"VALVE, SAMPLING, 0.5 MNPT, PVC",1,1,0,MCMASTER-CARR,3525N16,,
,140-00373,"CLAMP, LOOP, 1.5 ID",4,36,32,MCMASTER-CARR,3225T9,,
,140-00377,"VENT, BREATHER, 0.5 MNPT, 304 SS",1,0,-1,MCMASTER-CARR,4456K14,,
,140-00378,"PLUG, 0.5 NPT, 316SS",1,2,1,MCMASTER-CARR,4452K144,,
,140-00383,"DC FAN, 12VDC, 99CFM, 120MM",9,9,9,Mechatronics Fan Group,LPH12A99-BWER5-PC-EX,,
,140-00386,"CIRCULATION HEATER, CAST-X 500, UP TO 1500W, 110-240V, 316SS, 1/4IN OD TUBE",1,1,0,Cast Aluminum Solutions,WX6E2A300D-EK00,,
,140-00387,CIRCULATION HEATER INSULATION JACKET,1,1,0,Cast Aluminum Solutions,307-0-12-2,,
,140-00388,"SENSOR, H2, DRAGER, 8344439",1,0,-1,DRAGER,8344439,,
,140-00389,PLACE HOLDER - H2 SENSOR - PROCESS ADAPTER,1,0,-1,DRAGER,6812470,,
,140-00402,"PUMP, CENTRIFUGAL, SS, ECOCIRC XL N 95-160",1,0,-1,Bell & Gossett,104471LF,,
,140-00403,"THERMISTOR, 10 kOHM, 0.25"" NPT, 2"" PROBE, 304 SS",7,10,63,EI Sensor,ETP10076,,
,140-00408,"Heat exchanger(140-00130) hardware - fastener, bolt and washer",96,0,-96,SWEP,NA,,
,140-00409,RO-System,1,0,-1,Wood Bros,ROS200011,,
,140-00410,"SOLENOID VALVE, 2-WAY NC ZERO DIF, 3/4IN NPT,  90PSI, 24VDC",1,0,-1,GC Valves,NS201YH16CPEG5,,
,140-00411,"SOLENOID VALVE, 2-WAY NC, 1/2IN NPT,  100PSI, 24VDC",1,0,-1,GC Valves,NS211YH16CPDG4,,
,140-00413,"TYPE K PIPE PLUG, THERMOCOUPLE, UNGROUNDED, 1/4"" NPT, SS BRAIDED WIRE, W/ CONNECTOR",1,6,5,Evolution Sensors and controls,K1X-NPT4-250-UX-05-PFSB-72-MPCX,,
,140-00416,BALLUFF CAPSENS AMP,1,2,1,Balluff,BAE00KJ,,
,140-00419,BALLUFF CAPSENS,3,0,-3,BALLUFF,BCW0004,,
,140-00430,"PRESS SENSOR, 200PSIG, 4-20MA, 1/8-27 NPT",2,5,8,DATAQ,2000361-200HX-1,,
,140-00431,"BALL VALVE, PNEUMATIC FAIL CLOSE",9,0,-9,HABONIM,C20 SR-2B FC,,
,140-00432,"BALL VALVE, PNEUMATIC FAIL OPEN",3,1,-2,HABONIM,C20 SR-2B FO,,
,140-00449,"ADAPTER, 0.5 COMP X 0.5 BSPP, NO GASKET, 316SS",2,3,1,Superlok,SGMC8-8G-S316,,
,140-00451,"GASKET, BSPP, BONDED VITON, 1/2"", 316SS",4,3,5,Superlok,IBG-8-03-S316,,
,140-00462,"PORT CONNECTOR, 0.5 IN COMP, 316 SS",5,0,-5,Superlok,SPC-8,,
,140-00463,"NUT, COMPRESSION, 0.5 TUBE OD, 316SS",18,7,10,Superlok,SN-8,,
,140-00464,"FERRULE SET, COMPRESSION, 0.5 TUBE OD, 316SS",18,10,22,Superlok,SFS-8,,
,140-00465,"CAP, COMPRESSION, 1/2"", 316 SS",3,20,57,Superlok,SP-8 ,,
,140-00468,"INLINE TEE ADAPTER, 1/4"" OD, 1/8 NPT FEMALE",2,3,1,MCMASTER-CARR,5779K229,,
,140-00469,"PRESS SENSOR, 100PSIG, 4-20MA, 1/8-27 NPT",7,1,-1,DATAQ,2000361-100HX-1,,
,140-00470,"BLACK VOVYO WATER PUMP, 24VDC, 88W, 25M, 25LPM",1,2,1,VOVYO,VP60P-24250PWM,,
,140-00471,"FEMALE CONNECTOR, 1/2"" OD, 1/2"" BSPP, PI451614CS ",2,8,6,JOHN GUEST,PI451614CS ,,
,140-00472,"STRAIGHT FITTING, MALE 1/2"" NPT X 1/2"" NPT, BLACK POLYPRO",1,4,3,BANJO,NIP050-SH,,
,140-00479,"CHECK VALVE, 1/2"" OD X 1/2"" OD, PUSH TO CONNECT",1,1,0,MCMASTER-CARR,3208K31,,
,140-00481,"CONDENSOR, 8X120MM FAN, 0.5 IN BSPP, CU FIN, 316SS TUBE, 30 BAR MAX",1,0,-1,Changzhou VRcoolertech Refrigeration,VR-CYS08,,
,140-00482,"CONDENSOR, 1x120MM FAN, 0.5 IN BSPP, CU FIN, 316SS TUBE, 30 BAR MAX",1,0,-1,Changzhou VRcoolertech Refrigeration,VR-CYS08,,
,140-00483,"STRAIGHT ADAPTER, 1/4"" OD X 1/8"" BSPT MALE, 316 SS",2,0,-2,MCMASTER-CARR,5672K67,,
,140-00498,"ADAPTER, 0.25 COMP, 0.75 MNPT, 316SS ",1,0,-1,Superlok,SMC-4-12-N,,
,140-00500,"UNION, 0.25 COMP, 316SS",2,3,1,Superlok,SU-4,,
,140-00501,"FLOAT DRAIN, LIQUID, 0.75 FNPT IN, 0.5 FNPT OUT, 500 PSI MAX IN, 176 PSI MAX DIFF, 316SS",1,0,-1,Armstrong International,11LD-3/4-176,,
,140-00502,"BLOCK CLAMP, 2.5 IN, PP, DIN 3015-1",1,0,-1,MCMASTER-CARR,3015t312,,
,140-00503,"ADAPTER, 0.5"" ID BLOCK CLAMP, SCREW MOUNT",1,0,-1,MCMASTER-CARR,3015T187,,
,140-00504,"CORD GRIP, M12 KNOCKOUT, 0.08-0.2 CORD OD, SS",1,0,-1,MCMASTER-CARR,7680K22,,
,140-00505,"COMPRESSION 1/2"" OD X 3/4 MNPT ADAPTER, POLYPRO",5,0,-5,PARKER,P8MC12,,
,140-00508,"SOLENOID VALVE, 2-WAY NC, 1/2IN NPT,  90PSI, 24VDC",1,2,1,GC Valves,NS201YH16CPDG4,,
,140-00512,"RIV NUT, M4X0.7, ZINC PLATED STEEL",14,11,8,MCMASTER-CARR,95105A167,,
,140-00515,"ADAPTER, 0.75 COMP, 0.5 BSPP, NO GASKET, 316SS",1,0,-1,Superlok,SGMC-12-8G-S316,,
,140-00516,"ADAPTER, 0.25 COMP, 0.5 BSPP, NO GASKET, 316SS",1,0,-1,Superlok,SGMC-4-8G-S316,,
,140-00520,"CORD GRIP, 3/4 KNOCKOUT SIZE, CORD OD 0.06 - 0.13, ALUMINUM ",2,1,0,MCMASTER-CARR,7529K401,,
,140-00521,SCREW-PLUG IMMERSION HEATING ELEMENT,2,0,-2,MCMASTER-CARR,3656k6,,
,140-00524,HONEYWELL H2 LEAK DETECTOR SENSOR,1,6,5,Honeywell ,HLD-111-111-001,DigiKey,480-HLD-111-111-001-ND
,140-00540,"ELBOW, 0.75 COMP, 0.75 MNPT, 316SS",1,0,-1,Superlok,SME 12-12N,,
,140-00541,"ADAPTER, 0.75 MGHT, 0.75 MNPT, 303 SS",2,2,0,MCMASTER-CARR,6224T18,,
,140-00542,"ADAPTER, 0.75 FGHT, 0.75 MNPT, SWIVEL, 303SS",4,0,-4,MCMASTER-CARR,7476T54,,
,140-00543,"ADAPTER, 0.75 FGHT, 0.75 MNPT, RIGID, 303SS",2,2,0,,,,
,140-00544,"ADAPTER, 0.5 MNPT, 0.25 FNPT, 316SS",5,10,45,MCMASTER-CARR,4452K165,,
,140-00546,"RIGHT ANGLE TEE, UNIVERSAL THREAD 1/4"" X PUSH TO CONNECT 1/2"", NI PLATED BRASS",1,0,-1,MCMASTER-CARR,7397N96,,
,140-00547,"STRAIGHT CONNECTOR, 1/4"" NPT MALE, 304SS",1,0,-1,,,,
,140-00558,"SOFT TUBE SUPPORT, 0.5 IN, BARBED, 316 SS",4,10,16,Superlok ,SI8-6-S316,,
,140-00579,"LOOP CLAMP, 1.75"" ID, VIBRATION DAMPING",2,0,-2,MCMASTER-CARR,3177T19,,
,140-00580,"ADAPTER, 1"" MNPT, 0.75 FNPT, ALUMINUM",2,0,-2,MCMASTER-CARR,44705k284,,
,140-00581,"CORD GRIP, 3/4 KNOCKOUT SIZE, CORD OD 0.19"" - 0.25"", ALUMINUM ",1,0,-1,MCMASTER-CARR,7529K403,,
,140-00585,"STRAIGHT ADAPTER, 3/4"" OD COMPRESSION X 3/4"" NPT MALE, 316 SS",4,2,-2,MCMASTER-CARR,5182K816,,
,140-00592,"WORM-DRIVE CLAMPS FOR HOSE, 0.5"" BAND WIDTH, 46 TO 77MM CLAMP ID",1,0,-1,MCMASTER-CARR,5415K21,,
,140-00601,"HOSE, BRAIDED, 18"" LONG, 0.75 FNPT X 0.75 FNPT, 316 SS",4,0,-4,MCMASTER-CARR,5793T18,,
,140-00621,"HOSE, BRAIDED, 60"" LONG, 2"" OD TUBE TRI CLAMP, 316 SS",1,0,-1,MCMASTER-CARR,1111N19-1111N199,,
,140-00630,"ADAPTER, 0.5 FNPT X 0.75 MNPT, CLASS 3000, 316SS",1,4,3,ZORO,1RTT2,,
,140-00635,"INSULATION, FIBERGLASS, ELBOW, VELCRO JACKET, GRAY, 7/8"" ID, 3/8"" THICKNESS, 1.7 R-VALUE, 260C MAX",14,0,-14,MCMASTER-CARR,46015K811,,
,140-00636,"INSULATION, FIBERGLASS, ELBOW, VELCRO JACKET, GRAY, 1-3/8"" ID, 3/8"" THICKNESS, 1.7 R-VALUE, 260C MAX",2,0,-2,MCMASTER-CARR,46015K813,,
,140-00637,"INSULATION, FIBERGLASS, TEE, VELCRO JACKET, GRAY, 7/8"" ID, 3/8"" THICKNESS, 1.7 R-VALUE, 260C MAX",6,0,-6,MCMASTER-CARR,46015K111,,
,140-00639,"HEATING TAPE, AMOX OVERBRAID, ONE SIDED LEADS, 240V, 6 FT, 1/2"" WIDE, 312W, 8.67 W/IN2, 760C MAX",5,0,-5,HTS AMPTEK,AWH-052-060DM,,
,140-00641,"HEATING TAPE, AMOX OVERBRAID, ONE SIDED LEADS, 240V, 6 FT, 1/2"" WIDE, 520W, 8.67 W/IN2, 760C MAX",1,0,-1,HTS AMPTEK,AWH-052-100DM,,
,160-00017,"TAPE, FIBERGLASS, ROLL, 1/2"" WIDE, 260C MAX",1,0,-1,HTS AMPTEK,ADHESIVE TAPE (NO UNIQUE P/N),,
,160-00018,"INSULATION, FIBERGLASS, TUBE, VELCRO JACKET, GRAY, 7/8"" ID, 3/8"" THICKNESS, 1.7 R-VALUE, 260C MAX",3,0,-3,MCMASTER-CARR,45985K31,,
